881380,Динамо М,4,1,0,0,0,1,0,39,25,0,2,31,20,70.70,71.25,15:28,15:33,Авангард,1
881379,Витязь,3,1,0,0,0,5,2,28,25,4,10,29,25,68.79,66.30,18:16,14:23,Амур,1
881378,Нефтехимик,2,0,0,0,0,6,2,31,20,4,12,38,24,69.66,66.20,19:17,16:8,Сибирь,1
881377,Салават Юлаев,0,0,2,0,0,4,4,24,31,33,10,29,27,68.30,67.38,15:19,20:21,Ак Барс,3
881385,ХК Сочи,3,1,0,0,0,4,3,22,41,6,8,21,35,64.20,67.98,12:12,20:22,Динамо Мн,1
881384,Спартак,1,0,1,0,0,2,4,28,26,10,6,38,22,70.19,69.72,18:32,16:27,Барыс,3
881383,СКА,6,0,1,0,0,7,7,30,32,19,19,25,24,65.33,63.82,18:55,16:52,Адмирал,1
881382,Локомотив,1,1,0,0,0,2,4,44,23,8,4,29,27,68.67,73.75,14:42,18:27,Торпедо,3
881381,Трактор,3,2,0,0,0,4,3,34,22,6,8,36,21,68.16,67.30,22:47,13:37,Куньлунь РС,1
881388,ЦСКА,1,0,0,0,0,3,3,32,22,6,6,39,19,70.28,68.25,18:32,15:24,Сибирь,3
881387,Динамо М,5,1,0,0,0,2,3,32,21,8,6,33,22,67.45,69.16,15:36,19:7,Амур,0
881386,Автомобилист,5,0,0,0,0,2,1,35,28,4,6,24,41,67.47,70.49,14:34,19:7,Ак Барс,2
881393,Спартак,4,0,1,1,0,4,3,26,37,8,10,30,29,68.16,72.38,14:16,18:44,Торпедо,3
881392,Витязь,2,0,1,0,0,2,4,31,28,8,4,27,36,74.90,73.38,19:47,18:52,Адмирал,2
881391,Локомотив,5,3,2,0,0,5,5,39,16,10,10,38,20,64.57,65.05,19:48,16:14,Северсталь,3
881390,Трактор,0,0,1,0,0,3,3,28,19,6,6,25,26,70.11,67.44,21:38,15:29,Салават Юлаев,3
881389,Металлург Мг,5,0,2,0,0,2,3,26,28,8,6,34,24,72.12,69.23,21:17,16:5,Нефтехимик,6
881397,Динамо Мн,1,0,0,0,1,3,2,26,30,9,11,29,28,67.66,68.07,15:45,16:33,СКА,5
881396,Куньлунь РС,4,0,1,0,0,2,4,26,33,8,4,28,41,72.82,75.37,17:1,21:33,ЦСКА,4
881395,Ак Барс,3,1,0,0,1,6,3,38,28,6,12,45,24,71.14,67.50,22:48,13:0,Амур,2
881394,Авангард,2,2,1,0,0,6,4,35,19,10,14,27,16,69.61,66.89,20:41,15:29,Сибирь,1
881402,Спартак,1,1,0,0,0,4,1,42,21,2,8,41,24,70.66,66.77,19:32,13:31,Витязь,5
881401,Динамо М,4,1,2,0,0,3,3,28,23,10,10,35,31,66.27,66.73,15:53,17:14,Северсталь,3
881400,Трактор,1,0,0,0,0,3,2,32,25,4,6,22,17,71.78,68.84,19:44,14:54,Нефтехимик,2
881399,Автомобилист,0,0,1,0,0,5,4,31,23,18,10,31,28,68.18,66.29,20:37,14:49,Салават Юлаев,4
881398,Барыс,5,2,0,0,0,5,3,34,22,6,10,45,20,70.92,67.96,19:6,15:36,ХК Сочи,4
881405,ЦСКА,2,2,0,0,0,5,4,28,31,8,10,43,29,67.69,66.75,17:29,17:40,СКА,3
881404,Торпедо,2,2,0,0,0,6,2,24,33,6,14,33,31,72.96,66.53,20:58,13:22,Динамо Мн,3
881403,Куньлунь РС,2,1,0,0,0,3,2,27,27,4,16,24,43,70.05,71.92,15:26,21:36,Динамо М,3
881412,Куньлунь РС,2,1,0,1,0,2,3,24,29,6,4,16,49,70.07,76.47,12:19,27:11,Северсталь,2
881411,Ак Барс,4,1,0,0,0,4,4,29,30,8,8,46,22,68.32,64.81,20:48,15:54,Автомобилист,5
881410,Трактор,2,1,0,0,0,2,3,22,37,29,6,29,29,69.25,68.25,17:58,15:55,Металлург Мг,5
881409,Салават Юлаев,5,1,0,0,0,4,2,32,32,6,10,27,31,67.52,67.87,17:53,18:23,Авангард,0
881408,Барыс,1,1,0,0,0,6,4,32,23,8,12,29,26,66.15,63.84,18:25,14:54,Нефтехимик,2
881407,Сибирь,1,1,1,0,0,3,4,20,27,30,6,17,28,64.41,64.00,16:13,20:10,Локомотив,2
881406,Адмирал,2,0,1,0,0,1,1,36,28,2,2,30,25,71.33,68.09,21:34,11:36,ХК Сочи,4
881414,Динамо Мн,3,2,0,0,1,5,4,36,33,8,10,35,30,65.19,65.50,19:8,13:40,Витязь,5
881413,Спартак,1,0,0,0,0,1,4,32,29,8,2,27,45,66.46,69.44,12:34,21:21,СКА,5
881421,Торпедо,3,0,0,0,0,3,3,25,33,8,6,40,32,72.39,69.57,20:7,15:26,Барыс,1
881420,Нефтехимик,2,0,0,0,0,1,2,21,37,4,2,26,41,71.99,73.54,16:42,18:25,Динамо М,2
881419,Ак Барс,1,1,0,0,0,5,4,23,34,33,12,46,30,69.12,67.14,23:0,16:31,Автомобилист,2
881418,Салават Юлаев,2,2,1,0,0,4,3,30,24,27,10,35,26,69.10,67.93,20:57,16:17,Металлург Мг,3
881417,Сибирь,0,0,0,0,0,6,2,19,27,8,16,21,21,65.67,64.40,19:29,14:31,ЦСКА,3
881416,Амур,4,1,1,0,0,4,3,39,28,8,10,44,32,66.52,65.30,17:11,15:13,ХК Сочи,3
881415,Адмирал,2,0,0,0,0,0,2,17,30,4,0,26,35,70.66,70.64,15:29,20:59,Локомотив,2
881424,СКА,4,1,0,0,0,6,2,40,30,6,14,37,30,66.68,63.42,20:1,12:24,Витязь,3
